timestamp,ambient_temp,ambient_humidity,ambient_pressure,coating_flow,coating_conc,coating_temp,coating_pressure,rotor_speed,adsorption_fan_power,desorption_fan_power,rotor_inlet_temp,rotor_inlet_humid,desorption_temp,concentrated_flow,concentrated_conc,concentrated_temp,concentrated_pressure,rto_in_flow,rto_in_conc,rto_in_temp,rto_in_pressure,burner_gas_flow,combustion_temp,rto_out_conc,rto_out_temp
2026-04-18 16:08:00,21.14,60.14,101.3,8514.0,95.28,25.14,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.14,62.0
2026-04-18 16:09:00,21.15,60.15,101.3,8515.0,95.3,25.15,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.15,62.0
2026-04-18 16:10:00,21.16,60.16,101.3,8516.0,95.32,25.16,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.16,62.0
2026-04-18 16:11:00,21.17,60.17,101.3,8517.0,95.34,25.17,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.17,62.0
2026-04-18 16:12:00,21.18,60.18,101.3,8518.0,95.36,25.18,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.18,62.0
2026-04-18 16:13:00,21.19,60.19,101.3,8519.0,95.38,25.19,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.19,62.0
2026-04-18 16:14:00,21.2,60.2,101.3,8520.0,95.4,25.2,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.2,62.0
2026-04-18 16:15:00,21.21,60.21,101.3,8521.0,95.42,25.21,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.21,62.0
2026-04-18 16:16:00,21.22,60.22,101.3,8522.0,95.44,25.22,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.22,62.0
2026-04-18 16:17:00,21.23,60.23,101.3,8523.0,95.46,25.23,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.23,62.0
2026-04-18 16:18:00,21.24,60.24,101.3,8524.0,95.48,25.24,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.24,62.0
2026-04-18 16:19:00,21.25,60.25,101.3,8525.0,95.5,25.25,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.25,62.0
2026-04-18 16:20:00,21.26,60.26,101.3,8526.0,95.52,25.26,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.26,62.0
2026-04-18 16:21:00,21.27,60.27,101.3,8527.0,95.54,25.27,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.27,62.0
2026-04-18 16:22:00,21.28,60.28,101.3,8528.0,95.56,25.28,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.28,62.0
2026-04-18 16:23:00,21.29,60.29,101.3,8529.0,95.58,25.29,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.29,62.0
2026-04-18 16:24:00,21.3,60.3,101.3,8530.0,95.6,25.3,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.3,62.0
2026-04-18 16:25:00,21.31,60.31,101.3,8531.0,95.62,25.31,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.31,62.0
2026-04-18 16:26:00,21.32,60.32,101.3,8532.0,95.64,25.32,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.32,62.0
2026-04-18 16:27:00,21.33,60.33,101.3,8533.0,95.66,25.33,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.33,62.0
2026-04-18 16:28:00,21.34,60.34,101.3,8534.0,95.68,25.34,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.34,62.0
2026-04-18 16:29:00,21.35,60.35,101.3,8535.0,95.7,25.35,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.35,62.0
2026-04-18 16:30:00,21.36,60.36,101.3,8536.0,95.72,25.36,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.36,62.0
2026-04-18 16:31:00,21.37,60.37,101.3,8537.0,95.74,25.37,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.37,62.0
2026-04-18 16:32:00,21.38,60.38,101.3,8538.0,95.76,25.38,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.38,62.0
2026-04-18 16:33:00,21.39,60.39,101.3,8539.0,95.78,25.39,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.39,62.0
2026-04-18 16:34:00,21.4,60.4,101.3,8540.0,95.8,25.4,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.4,62.0
2026-04-18 16:35:00,21.41,60.41,101.3,8541.0,95.82,25.41,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.41,62.0
2026-04-18 16:36:00,21.42,60.42,101.3,8542.0,95.84,25.42,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.42,62.0
2026-04-18 16:37:00,21.43,60.43,101.3,8543.0,95.86,25.43,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.43,62.0
2026-04-18 16:38:00,21.44,60.44,101.3,8544.0,95.88,25.44,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.44,62.0
2026-04-18 16:39:00,21.45,60.45,101.3,8545.0,95.9,25.45,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.45,62.0
2026-04-18 16:40:00,21.46,60.46,101.3,8546.0,95.92,25.46,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.46,62.0
2026-04-18 16:41:00,21.47,60.47,101.3,8547.0,95.94,25.47,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.47,62.0
2026-04-18 16:42:00,21.48,60.48,101.3,8548.0,95.96,25.48,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.48,62.0
2026-04-18 16:43:00,21.49,60.49,101.3,8549.0,95.98,25.49,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.49,62.0
2026-04-18 16:44:00,21.5,60.5,101.3,8550.0,96.0,25.5,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.5,62.0
2026-04-18 16:45:00,21.51,60.51,101.3,8551.0,96.02,25.51,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.51,62.0
2026-04-18 16:46:00,21.52,60.52,101.3,8552.0,96.04,25.52,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.52,62.0
2026-04-18 16:47:00,21.53,60.53,101.3,8553.0,96.06,25.53,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.53,62.0
2026-04-18 16:48:00,21.54,60.54,101.3,8554.0,96.08,25.54,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.54,62.0
2026-04-18 16:49:00,21.55,60.55,101.3,8555.0,96.1,25.55,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.55,62.0
2026-04-18 16:50:00,21.56,60.56,101.3,8556.0,96.12,25.56,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.56,62.0
2026-04-18 16:51:00,21.57,60.57,101.3,8557.0,96.14,25.57,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.57,62.0
2026-04-18 16:52:00,21.58,60.58,101.3,8558.0,96.16,25.58,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.58,62.0
2026-04-18 16:53:00,21.59,60.59,101.3,8559.0,96.18,25.59,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.59,62.0
2026-04-18 16:54:00,21.6,60.6,101.3,8560.0,96.2,25.6,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.6,62.0
2026-04-18 16:55:00,21.61,60.61,101.3,8561.0,96.22,25.61,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.61,62.0
2026-04-18 16:56:00,21.62,60.62,101.3,8562.0,96.24,25.62,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.62,62.0
2026-04-18 16:57:00,21.63,60.63,101.3,8563.0,96.26,25.63,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.63,62.0
2026-04-18 16:58:00,21.64,60.64,101.3,8564.0,96.28,25.64,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.64,62.0
2026-04-18 16:59:00,21.65,60.65,101.3,8565.0,96.3,25.65,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.65,62.0
2026-04-18 17:00:00,21.66,60.66,101.3,8566.0,96.32,25.66,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.66,62.0
2026-04-18 17:01:00,21.67,60.67,101.3,8567.0,96.34,25.67,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.67,62.0
2026-04-18 17:02:00,21.68,60.68,101.3,8568.0,96.36,25.68,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.68,62.0
2026-04-18 17:03:00,21.69,60.69,101.3,8569.0,96.38,25.69,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.69,62.0
2026-04-18 17:04:00,21.7,60.7,101.3,8570.0,96.4,25.7,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.7,62.0
2026-04-18 17:05:00,21.71,60.71,101.3,8571.0,96.42,25.71,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.71,62.0
2026-04-18 17:06:00,21.72,60.72,101.3,8572.0,96.44,25.72,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.72,62.0
2026-04-18 17:07:00,21.73,60.73,101.3,8573.0,96.46,25.73,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.73,62.0
2026-04-18 17:08:00,21.74,60.74,101.3,8574.0,96.48,25.74,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.74,62.0
2026-04-18 17:09:00,21.75,60.75,101.3,8575.0,96.5,25.75,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.75,62.0
2026-04-18 17:10:00,21.76,60.76,101.3,8576.0,96.52,25.76,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.76,62.0
2026-04-18 17:11:00,21.77,60.77,101.3,8577.0,96.54,25.77,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.77,62.0
2026-04-18 17:12:00,21.78,60.78,101.3,8578.0,96.56,25.78,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.78,62.0
2026-04-18 17:13:00,21.79,60.79,101.3,8579.0,96.58,25.79,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.79,62.0
2026-04-18 17:14:00,21.8,60.8,101.3,8580.0,96.6,25.8,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.8,62.0
2026-04-18 17:15:00,21.81,60.81,101.3,8581.0,96.62,25.81,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.81,62.0
2026-04-18 17:16:00,21.82,60.82,101.3,8582.0,96.64,25.82,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.82,62.0
2026-04-18 17:17:00,21.83,60.83,101.3,8583.0,96.66,25.83,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.83,62.0
2026-04-18 17:18:00,21.84,60.84,101.3,8584.0,96.68,25.84,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.84,62.0
2026-04-18 17:19:00,21.85,60.85,101.3,8585.0,96.7,25.85,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.85,62.0
2026-04-18 17:20:00,21.86,60.86,101.3,8586.0,96.72,25.86,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.86,62.0
2026-04-18 17:21:00,21.87,60.87,101.3,8587.0,96.74,25.87,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.87,62.0
2026-04-18 17:22:00,21.88,60.88,101.3,8588.0,96.76,25.88,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.88,62.0
2026-04-18 17:23:00,21.89,60.89,101.3,8589.0,96.78,25.89,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.89,62.0
2026-04-18 17:24:00,21.9,60.9,101.3,8590.0,96.8,25.9,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.9,62.0
2026-04-18 17:25:00,21.91,60.91,101.3,8591.0,96.82,25.91,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.91,62.0
2026-04-18 17:26:00,21.92,60.92,101.3,8592.0,96.84,25.92,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.92,62.0
2026-04-18 17:27:00,21.93,60.93,101.3,8593.0,96.86,25.93,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.93,62.0
2026-04-18 17:28:00,21.94,60.94,101.3,8594.0,96.88,25.94,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.94,62.0
2026-04-18 17:29:00,21.95,60.95,101.3,8595.0,96.9,25.95,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.95,62.0
2026-04-18 17:30:00,21.96,60.96,101.3,8596.0,96.92,25.96,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.96,62.0
2026-04-18 17:31:00,21.97,60.97,101.3,8597.0,96.94,25.97,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.97,62.0
2026-04-18 17:32:00,21.98,60.98,101.3,8598.0,96.96,25.98,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.98,62.0
2026-04-18 17:33:00,21.99,60.99,101.3,8599.0,96.98,25.99,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,18.99,62.0
2026-04-18 17:34:00,22.0,61.0,101.3,8600.0,97.0,26.0,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.0,62.0
2026-04-18 17:35:00,22.01,61.01,101.3,8601.0,97.02,26.01,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.01,62.0
2026-04-18 17:36:00,22.02,61.02,101.3,8602.0,97.04,26.02,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.02,62.0
2026-04-18 17:37:00,22.03,61.03,101.3,8603.0,97.06,26.03,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.03,62.0
2026-04-18 17:38:00,22.04,61.04,101.3,8604.0,97.08,26.04,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.04,62.0
2026-04-18 17:39:00,22.05,61.05,101.3,8605.0,97.1,26.05,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.05,62.0
2026-04-18 17:40:00,22.06,61.06,101.3,8606.0,97.12,26.06,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.06,62.0
2026-04-18 17:41:00,22.07,61.07,101.3,8607.0,97.14,26.07,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.07,62.0
2026-04-18 17:42:00,22.08,61.08,101.3,8608.0,97.16,26.08,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.08,62.0
2026-04-18 17:43:00,22.09,61.09,101.3,8609.0,97.18,26.09,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.09,62.0
2026-04-18 17:44:00,22.1,61.1,101.3,8610.0,97.2,26.1,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.1,62.0
2026-04-18 17:45:00,22.11,61.11,101.3,8611.0,97.22,26.11,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.11,62.0
2026-04-18 17:46:00,22.12,61.12,101.3,8612.0,97.24,26.12,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.12,62.0
2026-04-18 17:47:00,22.13,61.13,101.3,8613.0,97.26,26.13,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.13,62.0
2026-04-18 17:48:00,22.14,61.14,101.3,8614.0,97.28,26.14,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.14,62.0
2026-04-18 17:49:00,22.15,61.15,101.3,8615.0,97.3,26.15,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.15,62.0
2026-04-18 17:50:00,22.16,61.16,101.3,8616.0,97.32,26.16,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.16,62.0
2026-04-18 17:51:00,22.17,61.17,101.3,8617.0,97.34,26.17,101.2,4.7,42.0,3.1,26.0,64.0,205.0,850.0,420.0,185.0,101.5,1000.0,415.0,185.0,101.4,32.0,758.0,19.17,62.0
